Number of animals, Number of plants, Number of empty cells, Most popular genome, Average energy, Average number of children, Average lifespan of dead animals
154,69,241,[0, 2, 2, 2, 2, 4, 1, 1, 0, 4, 3, 1],11.25,1.68,5.71,
160,70,239,[0, 2, 2, 2, 2, 4, 1, 1, 0, 4, 3, 1],10.56,1.63,5.77,
168,71,232,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],9.8,1.65,5.75,
168,66,238,[2, 4, 0, 3, 4, 6, 4, 3, 0, 5, 1, 3],9.93,1.66,5.74,
166,70,242,[2, 4, 0, 3, 4, 6, 4, 3, 0, 5, 1, 3],9.77,1.67,5.79,
158,70,231,[2, 4, 0, 3, 4, 6, 4, 3, 0, 5, 1, 3],10.09,1.65,5.77,
155,65,235,[2, 4, 0, 3, 4, 6, 4, 3, 0, 5, 1, 3],10.49,1.65,5.77,
162,64,245,[2, 4, 0, 3, 4, 6, 4, 3, 0, 5, 1, 3],10.07,1.73,5.72,
167,65,244,[2, 4, 0, 3, 4, 6, 4, 3, 0, 5, 1, 3],9.6,1.8,5.69,
168,64,239,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],9.47,1.83,5.66,
178,62,244,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.96,1.8,5.66,
176,60,251,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],9.03,1.7,5.78,
177,59,253,[2, 1, 3, 7, 2, 6, 6, 0, 6, 6, 0, 4],8.88,1.73,5.76,
179,57,250,[2, 1, 3, 7, 2, 6, 6, 0, 6, 6, 0, 4],8.69,1.7,5.81,
184,54,256,[2, 1, 3, 7, 2, 6, 6, 0, 6, 6, 0, 4],8.41,1.74,5.8,
192,55,252,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.81,1.76,5.81,
190,56,246,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.69,1.78,5.8,
182,58,243,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.74,1.77,5.77,
172,62,251,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.85,1.83,5.74,
171,58,244,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.01,1.85,5.71,
167,62,247,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.86,1.75,5.79,
165,64,246,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.76,1.68,5.87,
172,62,250,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.53,1.6,5.91,
166,61,247,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.8,1.59,5.9,
161,64,235,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.7,1.63,5.88,
164,62,245,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.63,1.67,5.87,
157,61,246,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.01,1.71,5.91,
151,59,258,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.46,1.56,6.02,
148,59,249,[1, 6, 7, 7, 7, 5, 5, 0, 4, 3, 1, 6],8.59,1.62,5.98,
149,60,253,[1, 6, 7, 7, 7, 5, 5, 0, 4, 3, 1, 6],8.4,1.67,5.96,
151,55,257,[1, 6, 7, 7, 7, 5, 5, 0, 4, 3, 1, 6],8.46,1.69,5.96,
157,57,257,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.87,1.71,5.97,
162,60,251,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],7.34,1.44,6.11,
156,57,259,[5, 6, 0, 6, 2, 4, 0, 0, 3, 0, 4, 6],7.75,1.29,6.16,
149,58,257,[5, 6, 0, 6, 2, 4, 0, 0, 3, 0, 4, 6],7.96,1.3,6.15,
146,59,262,[5, 6, 0, 6, 2, 4, 0, 0, 3, 0, 4, 6],8.08,1.38,6.15,
147,58,260,[5, 6, 0, 6, 2, 4, 0, 0, 3, 0, 4, 6],8.1,1.39,6.14,
140,59,255,[5, 6, 0, 6, 2, 4, 0, 0, 3, 0, 4, 6],8.36,1.43,6.14,
134,59,262,[5, 6, 0, 6, 2, 4, 0, 0, 3, 0, 4, 6],8.75,1.43,6.13,
135,62,260,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.52,1.48,6.11,
136,64,259,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.29,1.51,6.09,
137,67,258,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.09,1.53,6.08,
129,61,260,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],9.16,1.48,6.08,
127,60,261,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],9.47,1.5,6.06,
128,63,264,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],9.25,1.52,6.06,
132,65,263,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.89,1.6,6.05,
133,64,262,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],9.01,1.41,6.1,
133,64,261,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],9.14,1.47,6.09,
132,65,262,[6, 3, 4, 7, 0, 3, 3, 6, 5, 3, 2, 3],9.15,1.28,6.11,
135,64,253,[6, 3, 4, 7, 0, 3, 3, 6, 5, 3, 2, 3],9.1,1.33,6.1,
135,67,256,[4, 2, 5, 1, 3, 3, 0, 5, 0, 6, 7, 3],8.87,1.32,6.12,
142,66,252,[5, 1, 3, 7, 2, 1, 5, 4, 1, 5, 2, 1],8.53,1.37,6.11,
136,66,256,[5, 1, 3, 7, 2, 1, 5, 4, 1, 5, 2, 1],8.85,1.39,6.09,
140,66,263,[5, 1, 3, 7, 2, 1, 5, 4, 1, 5, 2, 1],8.74,1.49,6.08,
145,63,261,[5, 1, 3, 7, 2, 1, 5, 4, 1, 5, 2, 1],8.72,1.47,6.06,
140,65,261,[5, 1, 3, 7, 2, 1, 5, 4, 1, 5, 2, 1],8.89,1.26,6.12,
145,68,259,[5, 1, 3, 7, 2, 1, 5, 4, 1, 5, 2, 1],8.43,1.3,6.15,
146,71,251,[6, 3, 5, 5, 6, 5, 5, 6, 0, 5, 6, 6],8.17,1.33,6.13,
146,71,253,[6, 3, 5, 5, 6, 5, 5, 6, 0, 5, 6, 6],8.2,1.3,6.11,
137,77,250,[6, 3, 5, 5, 6, 5, 5, 6, 0, 5, 6, 6],8.29,1.26,6.09,
135,75,248,[5, 6, 2, 0, 6, 5, 6, 0, 6, 2, 7, 6],8.53,1.31,6.08,
137,79,247,[5, 6, 2, 0, 6, 5, 6, 0, 6, 2, 7, 6],8.18,1.25,6.1,
131,78,244,[0, 0, 3, 6, 4, 0, 0, 2, 0, 4, 4, 7],8.68,1.27,6.09,
129,75,253,[0, 0, 3, 6, 4, 0, 0, 2, 0, 4, 4, 7],9.14,1.31,6.09,
123,70,255,[0, 0, 3, 6, 4, 0, 0, 2, 0, 4, 4, 7],10.05,1.34,6.06,
126,72,261,[3, 0, 6, 1, 5, 7, 6, 6, 4, 6, 5, 0],9.71,1.37,6.06,
129,75,253,[3, 0, 6, 1, 5, 7, 6, 6, 4, 6, 5, 0],9.29,1.43,6.05,
131,77,253,[3, 0, 6, 1, 5, 7, 6, 6, 4, 6, 5, 0],9.09,1.44,6.04,
129,80,252,[5, 5, 3, 0, 2, 1, 1, 4, 1, 1, 5, 5],9.05,1.47,6.02,
131,78,248,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],9.15,1.53,6.04,
129,83,241,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],8.95,1.54,6.05,
128,86,242,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],8.94,1.56,6.03,
126,83,252,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],9.44,1.48,6.03,
126,79,253,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],9.89,1.52,6.03,
120,81,246,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],10.24,1.51,6.03,
132,77,252,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],9.7,1.58,6.02,
131,77,246,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],9.74,1.56,6.01,
140,77,241,[7, 2, 1, 7, 3, 4, 6, 2, 3, 7, 3, 6],9.16,1.58,6.01,
138,80,240,[0, 5, 2, 1, 4, 6, 4, 6, 2, 2, 5, 0],9.09,1.56,6.02,
140,74,252,[0, 5, 2, 1, 4, 6, 4, 6, 2, 2, 5, 0],9.45,1.63,6.02,
139,76,243,[0, 5, 2, 1, 4, 6, 4, 6, 2, 2, 5, 0],9.37,1.6,6.01,
136,68,247,[0, 5, 2, 1, 4, 6, 4, 6, 2, 2, 5, 0],10.17,1.53,6.0,
138,69,249,[0, 5, 2, 1, 4, 6, 4, 6, 2, 2, 5, 0],9.93,1.53,6.01,
143,71,254,[0, 5, 2, 1, 4, 6, 4, 6, 2, 2, 5, 0],9.38,1.5,6.04,
155,75,247,[0, 3, 5, 6, 5, 6, 6, 6, 5, 0, 6, 3],8.43,1.57,6.03,
154,74,242,[0, 3, 5, 6, 5, 6, 6, 6, 5, 0, 6, 3],8.54,1.55,6.03,
154,80,240,[0, 3, 5, 6, 5, 6, 6, 6, 5, 0, 6, 3],8.18,1.53,6.03,
149,77,234,[0, 3, 5, 6, 5, 6, 6, 6, 5, 0, 6, 3],8.56,1.54,6.01,
158,73,236,[5, 6, 3, 5, 6, 7, 7, 6, 6, 4, 4, 6],8.27,1.61,6.0,
164,69,244,[5, 6, 3, 5, 6, 7, 7, 6, 6, 4, 4, 6],8.18,1.62,5.99,
165,72,234,[4, 3, 6, 2, 6, 2, 7, 4, 3, 6, 6, 6],7.9,1.62,5.98,
162,73,230,[4, 3, 6, 2, 6, 2, 7, 4, 3, 6, 6, 6],7.93,1.6,5.98,
171,71,235,[4, 3, 6, 2, 6, 2, 7, 4, 3, 6, 6, 6],7.56,1.49,5.99,
178,67,230,[2, 5, 4, 2, 7, 2, 6, 7, 3, 6, 5, 7],7.47,1.44,6.02,
167,66,228,[2, 5, 4, 2, 7, 2, 6, 7, 3, 6, 5, 7],7.87,1.38,6.0,
162,61,235,[2, 5, 4, 2, 7, 2, 6, 7, 3, 6, 5, 7],8.41,1.34,6.01,
156,61,243,[2, 5, 4, 2, 7, 2, 6, 7, 3, 6, 5, 7],8.58,1.29,6.02,
168,62,247,[7, 2, 3, 6, 2, 6, 4, 5, 5, 4, 6, 3],7.82,1.39,6.01,
166,64,240,[3, 3, 1, 7, 0, 7, 0, 1, 5, 1, 7, 7],7.7,1.27,6.03,
161,59,245,[1, 1, 5, 2, 3, 5, 6, 2, 2, 3, 4, 2],8.2,1.3,6.05,
164,60,248,[1, 1, 5, 2, 3, 5, 6, 2, 2, 3, 4, 2],7.93,1.27,6.04,
167,60,247,[1, 1, 5, 2, 3, 5, 6, 2, 2, 3, 4, 2],7.71,1.26,6.03,
163,61,243,[1, 1, 5, 2, 3, 5, 6, 2, 2, 3, 4, 2],7.88,1.28,6.04,
156,61,242,[5, 0, 4, 1, 3, 6, 2, 5, 3, 6, 4, 3],8.19,1.17,6.05,
151,63,244,[5, 0, 4, 1, 3, 6, 2, 5, 3, 6, 4, 3],8.35,1.18,6.04,
146,65,244,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],8.51,1.14,6.03,
138,66,247,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],8.9,1.16,6.02,
138,65,254,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],8.92,1.18,6.02,
145,66,255,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],8.5,1.28,6.01,
141,63,255,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],8.95,1.26,6.01,
136,65,252,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],9.24,1.27,6.02,
133,64,255,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],9.54,1.31,6.03,
132,62,255,[1, 2, 6, 7, 1, 2, 7, 5, 4, 5, 7, 1],9.84,1.33,6.04,
125,65,260,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],10.14,1.31,6.04,
131,71,260,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],9.21,1.36,6.05,
135,73,257,[2, 1, 5, 6, 1, 4, 6, 1, 5, 7, 6, 1],8.83,1.43,6.05,
130,76,253,[3, 3, 1, 7, 0, 7, 0, 1, 5, 1, 7, 7],8.97,1.42,6.04,
126,75,254,[3, 3, 1, 7, 0, 7, 0, 1, 5, 1, 7, 7],9.4,1.46,6.06,
127,74,256,[3, 3, 1, 7, 0, 7, 0, 1, 5, 1, 7, 7],9.54,1.47,6.05,
122,74,262,[4, 3, 0, 3, 3, 1, 0, 4, 3, 3, 0, 5],10.08,1.48,6.05,
123,73,261,[1, 1, 5, 3, 2, 5, 6, 3, 2, 3, 4, 3],10.28,1.54,6.04,
122,76,261,[1, 1, 5, 3, 2, 5, 6, 3, 2, 3, 4, 3],10.33,1.54,6.04,
121,76,260,[1, 1, 5, 3, 2, 5, 6, 3, 2, 3, 4, 3],10.57,1.57,6.03,
124,79,252,[1, 1, 5, 3, 2, 5, 6, 3, 2, 3, 4, 3],10.2,1.54,6.02,
121,79,252,[1, 1, 5, 3, 2, 5, 6, 3, 2, 3, 4, 3],10.58,1.53,6.02,
114,77,251,[1, 1, 5, 3, 2, 5, 6, 3, 2, 3, 4, 3],11.53,1.57,6.02,
112,79,253,[2, 2, 7, 5, 2, 7, 6, 1, 1, 5, 7, 7],11.74,1.57,6.01,
112,78,258,[1, 4, 3, 0, 5, 2, 1, 1, 1, 3, 6, 1],12.05,1.63,6.0,
107,81,256,[1, 4, 3, 0, 5, 2, 1, 1, 1, 3, 6, 1],12.6,1.5,6.02,
109,82,259,[2, 2, 7, 5, 2, 7, 6, 1, 1, 5, 7, 7],12.51,1.6,6.01,
117,78,258,[7, 2, 3, 2, 3, 1, 7, 0, 6, 0, 5, 4],12.25,1.63,6.0,
121,79,260,[7, 2, 3, 2, 3, 1, 7, 0, 6, 0, 5, 4],11.99,1.68,5.99,
120,77,253,[7, 2, 3, 2, 3, 1, 7, 0, 6, 0, 5, 4],12.35,1.68,5.98,
129,79,244,[7, 2, 3, 2, 3, 1, 7, 0, 6, 0, 5, 4],11.45,1.73,5.97,
134,75,251,[7, 2, 3, 2, 3, 1, 7, 0, 6, 0, 5, 4],11.37,1.72,5.96,
144,76,251,[3, 0, 7, 7, 1, 3, 3, 1, 3, 3, 3, 0],10.53,1.74,5.95,
144,73,250,[3, 0, 7, 7, 1, 3, 3, 1, 3, 3, 3, 0],10.8,1.75,5.95,
146,74,254,[3, 0, 7, 7, 1, 3, 3, 1, 3, 3, 3, 0],10.62,1.73,5.95,
149,77,240,[4, 7, 4, 1, 5, 1, 1, 5, 2, 3, 6, 0],10.21,1.75,5.95,
152,83,240,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],9.64,1.75,5.95,
152,83,239,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],9.62,1.74,5.95,
156,82,248,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],9.44,1.75,5.95,
149,79,241,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],10.05,1.79,5.94,
153,78,243,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],9.82,1.83,5.93,
158,76,246,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],9.65,1.84,5.93,
163,76,240,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],9.31,1.77,5.93,
167,78,235,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],8.94,1.79,5.92,
175,75,242,[1, 1, 7, 1, 2, 5, 1, 6, 6, 6, 3, 4],8.67,1.8,5.91,
172,76,234,[1, 6, 3, 0, 2, 4, 4, 0, 4, 1, 3, 3],8.69,1.81,5.9,
176,76,231,[1, 6, 3, 0, 2, 4, 4, 0, 4, 1, 3, 3],8.35,1.84,5.89,
188,75,231,[7, 6, 1, 3, 3, 5, 1, 7, 1, 2, 3, 7],7.85,1.85,5.88,
190,75,237,[5, 0, 1, 3, 7, 3, 3, 3, 5, 3, 3, 5],7.66,1.87,5.86,
188,72,236,[5, 0, 1, 3, 7, 3, 3, 3, 5, 3, 3, 5],7.79,1.88,5.86,
184,67,240,[5, 0, 1, 3, 7, 3, 3, 3, 5, 3, 3, 5],8.22,1.75,5.88,
177,67,232,[5, 6, 7, 2, 5, 0, 4, 4, 7, 2, 5, 7],8.44,1.58,5.89,
174,69,239,[5, 6, 7, 2, 5, 0, 4, 4, 7, 2, 5, 7],8.39,1.52,5.9,
175,71,237,[5, 6, 7, 2, 5, 0, 4, 4, 7, 2, 5, 7],8.11,1.51,5.89,
173,70,245,[5, 6, 7, 2, 5, 0, 4, 4, 7, 2, 5, 7],8.18,1.54,5.89,
177,71,244,[5, 3, 5, 6, 2, 2, 6, 4, 6, 5, 4, 0],7.82,1.59,5.88,
174,67,246,[5, 3, 5, 6, 2, 2, 6, 4, 6, 5, 4, 0],8.13,1.61,5.88,
170,70,239,[5, 3, 5, 6, 2, 2, 6, 4, 6, 5, 4, 0],8.05,1.63,5.87,
171,70,244,[2, 1, 5, 1, 3, 6, 7, 3, 0, 7, 6, 6],7.89,1.69,5.86,
172,68,244,[2, 1, 5, 1, 3, 6, 7, 3, 0, 7, 6, 6],7.99,1.69,5.87,
172,71,251,[2, 1, 5, 1, 3, 6, 7, 3, 0, 7, 6, 6],7.78,1.63,5.87,
177,65,243,[2, 1, 5, 1, 3, 6, 7, 3, 0, 7, 6, 6],7.9,1.59,5.86,
180,68,247,[6, 3, 3, 3, 2, 2, 4, 3, 7, 2, 7, 4],7.62,1.62,5.85,
180,69,243,[6, 3, 3, 3, 2, 2, 4, 3, 7, 2, 7, 4],7.48,1.51,5.86,
184,69,243,[3, 3, 5, 4, 5, 2, 7, 7, 6, 0, 7, 1],7.26,1.54,5.85,
182,74,236,[6, 3, 3, 3, 2, 2, 4, 3, 7, 2, 7, 4],6.95,1.55,5.84,
177,78,237,[6, 3, 3, 3, 2, 2, 4, 3, 7, 2, 7, 4],6.84,1.59,5.84,
179,78,229,[6, 2, 6, 3, 6, 4, 7, 5, 7, 4, 3, 6],6.72,1.53,5.84,
175,76,234,[6, 2, 6, 3, 6, 4, 7, 5, 7, 4, 3, 6],6.91,1.48,5.83,
175,74,237,[6, 2, 6, 3, 6, 4, 7, 5, 7, 4, 3, 6],6.99,1.52,5.83,
176,72,237,[6, 2, 6, 3, 6, 4, 7, 5, 7, 4, 3, 6],7.03,1.44,5.83,
171,73,240,[6, 2, 6, 3, 6, 4, 7, 5, 7, 4, 3, 6],7.15,1.42,5.83,
167,69,236,[6, 2, 6, 3, 6, 4, 7, 5, 7, 4, 3, 6],7.55,1.39,5.82,
167,72,239,[0, 4, 3, 1, 2, 3, 3, 4, 7, 4, 1, 3],7.38,1.43,5.81,
156,70,234,[7, 1, 3, 3, 2, 3, 3, 2, 2, 2, 6, 7],7.91,1.4,5.82,
167,73,238,[7, 1, 3, 3, 2, 3, 3, 2, 2, 2, 6, 7],7.17,1.47,5.81,
172,70,243,[0, 4, 7, 5, 6, 7, 5, 7, 5, 6, 4, 7],7.1,1.53,5.81,
164,69,242,[0, 4, 7, 5, 6, 7, 5, 7, 5, 6, 4, 7],7.4,1.52,5.8,
172,73,237,[5, 3, 4, 2, 7, 1, 3, 1, 3, 0, 5, 7],6.77,1.54,5.8,
172,70,240,[5, 3, 4, 2, 7, 1, 3, 1, 3, 0, 5, 7],6.91,1.51,5.8,
168,72,237,[5, 3, 4, 2, 7, 1, 3, 1, 3, 0, 5, 7],6.94,1.27,5.82,
158,74,236,[5, 3, 4, 2, 7, 1, 3, 1, 3, 0, 5, 7],7.25,1.2,5.82,
146,73,238,[7, 4, 7, 0, 3, 1, 3, 1, 5, 3, 3, 1],7.92,1.21,5.81,
145,75,237,[7, 0, 3, 5, 5, 5, 0, 1, 3, 6, 2, 6],7.9,1.22,5.8,
143,75,241,[7, 0, 3, 5, 5, 5, 0, 1, 3, 6, 2, 6],8.04,1.23,5.8,
144,78,239,[7, 0, 3, 5, 5, 5, 0, 1, 3, 6, 2, 6],7.85,1.22,5.8,
145,80,234,[7, 0, 3, 5, 5, 5, 0, 1, 3, 6, 2, 6],7.63,1.22,5.79,
148,83,236,[7, 0, 3, 5, 5, 5, 0, 1, 3, 6, 2, 6],7.3,1.28,5.78,
144,79,233,[7, 0, 3, 5, 5, 5, 0, 1, 3, 6, 2, 6],7.84,1.26,5.78,
135,79,239,[3, 4, 5, 3, 5, 6, 4, 4, 7, 5, 2, 5],8.39,1.19,5.8,
136,75,244,[3, 4, 5, 3, 5, 6, 4, 4, 7, 5, 2, 5],8.74,1.18,5.8,
128,73,258,[1, 1, 7, 2, 6, 2, 4, 1, 5, 2, 0, 7],9.58,1.2,5.8,
127,73,257,[6, 1, 6, 4, 6, 6, 4, 2, 6, 6, 6, 6],9.77,1.27,5.8,
129,72,255,[1, 1, 7, 2, 6, 2, 4, 1, 5, 2, 0, 7],9.75,1.28,5.79,
138,73,245,[4, 1, 7, 2, 6, 3, 2, 6, 7, 3, 6, 6],9.11,1.37,5.79,
142,75,242,[6, 1, 6, 4, 6, 6, 4, 2, 6, 6, 6, 6],8.79,1.38,5.79,
139,78,249,[6, 1, 6, 4, 6, 6, 4, 2, 6, 6, 6, 6],8.83,1.41,5.78,
138,79,249,[6, 1, 6, 4, 6, 6, 4, 2, 6, 6, 6, 6],8.92,1.44,5.78,
146,84,247,[1, 4, 4, 5, 4, 6, 0, 4, 6, 5, 0, 4],8.22,1.47,5.77,
